,ideology,sentence
2391,Conservative,"Similarly , Texas has led the nation in enacting commonsense reforms for asbestos litigation ; we made sure that damages are awarded only to people who are truly sick from asbestos exposure instead of allowing lawsuit mills to gin up cases for thousands of people who show no evidence of asbestos-related illness ."
2392,Conservative,"If the free market in food production can be supported , strengthened , and expanded , then any future food crises will be greatly reduced in impact , starvation will continue its downward trajectory , and human beings can be allowed to grow , thrive , and prosper through their own efforts in a climate of freedom ."
2393,Conservative,"It is to be hoped that a radical conservatism embraces this opportunity and creates and facilitates this future for us all : free association and a self-organizing citizenry producing the norms and the universals that alone license a civic state , a plural society , and a participative economy ."
2394,Conservative,Public-sector labor unions are deadly serious about politically and personally destroying Governor Walker because right now he is the only reformer whose actions might actually end labor union dominance over government .
2395,Conservative,"If they succeed imposing their regulatory regime , by 2050 they will have had no effect on the Earth 's climate -- which will have scarcely changed from the climate experienced today -- but the people enjoying the fine , mid-century weather will likely be poor , unemployed , and hungry as a result ."
2396,Conservative,"We have assigned pluses to the `` nays '' because the federal government acting as an insurer , a micromanager of markets , and a wealth redistributor is unconstitutional and will undoubtedly affect market behavior , leading to more and worse market strife ."
2397,Conservative,"The complaints take many forms-Medicare has an antique payment policy , it does n't effectively `` manage '' care , it makes patients pay too much out of pocket-but most of these criticisms boil down to a simple battle cry : Medicare needs radical modernization to encourage competition and incorporate the private sector more fully ."
2398,Conservative,"If you look back , governments have never created wealth , but they certainly destroy it , '' Bailey noted ."
2399,Conservative,"In a September 8 , 2011 editorial , the Wall Street Journal , citing other evidence that stimulus spending was `` poorly targeted , '' argued that `` the economy would have benefited far more if the government had instead improved the incentives for people and businesses to invest , produce and grow , '' presumably through lower taxes and relaxed regulation ."
2400,Conservative,"Within a very few years , unfunded liabilities -- specifically Medicare and Social Security -- will consume a portion of our gross domestic product equivalent to `` virtually 100 percent of all federal taxes , on a present value basis , '' Bartlett observes ."
2401,Conservative,"Since `` ruinous competition '' was ( incorrectly ) believed to be a cause of the depression , the ironically named Recovery Act encouraged industries to establish codes of `` fair competition , '' which if approved by the president became binding , and which essentially were agreements among competing firms to fix prices and , in conjunction with unions , wages ."
2402,Conservative,"Immigration critics have persuasively argued that the current system amounts to the classic case of economic special interests managing to privatize profits while socializing costs , wherein immigrant employers receive the full benefits of the labor done by their low-wage workforce while pushing many of the costs -- including explicit income subsidies -- onto the taxpayers ."
2403,Conservative,"While it 's true that many rich people used their money to help bring about Democratic control of Washington , every day brings a new example of the rich using their money to ensure that Democrats pose the least possible harm to their interests ."
2404,Conservative,"The dominance of such worldviews -- to the detriment of free inquiry and the perversion of the educational mission -- accounts for the overwhelming liberal bias in American education , the uniformly leftist sentiments of faculties and administrators , and the impressive success of schools in churning out factually illiterate , technically incompetent , but politically liberal and increasingly activist graduates ."
2405,Conservative,"Some business leaders argue that American employees are simply anti-union , a consequence of our culture 's strong individualistic ethic and opposition to unions as uninvited `` third parties '' between employers and their employees ."
2406,Conservative,"That failure is creating a new underclass of citizens , not to mention making liars out of entire education departments , both state and federal ."
2407,Conservative,"Targeting the largest U.S. oil companies for making higher profits creates a disincentive to in creasing exploration and production , and undermines the exceedingly large capital base required to rebuild after hurricanes devastate the oil patch ."
2408,Conservative,"We 've been able to expand our crude production , able to have some more energy efficiency , but we still import more oil from abroad than we produce here ."
2409,Conservative,"High interest arises from three circumstances : A great demand for borrowing ; little riches to supply that demand ; and great profits arising from commerce ( hence the desirability of demanding more loans ) : And these circumstances are a clear proof of the small advance of commerce and industry , not of the scarcity of gold and silver ( money ) ."
2410,Conservative,"Because logic and facts are not on their side , they instead try to enflame emotion to evoke fear and guilt in their feeble attempt to recruit intellectually weak adherents to their classic `` feel good '' cause ."
2411,Conservative,"Finally , I want to challenge the liberal notion that the private sector is motivated by greed , while the public sector is motivated by noble idealism ."
2412,Conservative,"Fed up with the petty bureaucratic niceties of finishing her term , fed up with partisanship , Palin was leaving to fight for her country , manage her PAC for fruitful abundance , and help anyone else who was proud to be a God-given American , regardless of party affiliation or favorite Supreme Court ruling ."
2413,Conservative,"By lowering the tax and regulatory burden on individuals and businesses , we will unleash once again the full force and energy of the free market , generating greater prosperity and promoting fiscal stability ."
2414,Conservative,"But , the same article proceeded to explain , `` the threat of a recession would make it harder to advocate allowing President Bush 's tax cuts to expire , as the lower rates are scheduled to do in 2010 , and easier for Republicans to argue that Democratic proposals to raise taxes on the rich risk making the economy worse ."
2415,Conservative,"Herring and her friends had help and guidance from Americans United for Life , a nonprofit law firm in Chicago that has pushed to end abortion through an `` incremental '' approach-as opposed to a `` frontal assault '' championed by other groups-ever since the Supreme Court legalized the procedure in 1973 ."
2416,Conservative,"In Atlas Shrugged , her hero , John Galt , leads a capitalist strike , in which the brilliant business leaders who drive all progress decide that they will no longer tolerate the parasitic workers exploiting their talent , and so they withdraw from society to create their own capitalistic paradise free of the ungrateful , incompetent masses ."
2417,Conservative,"Yet despite that campaign assertion and the fact that Congress has no constitutional authority to arbitrarily forbid certain types of guns , McCain actively supported bans on so-called `` assault weapons '' and `` Saturday night specials , '' two classes of guns demonized by anti-gun activists for their affordability , magazine capacity , and other irrelevant characteristics such as having military-style `` looks ."
2418,Conservative,"Following suit with its Himalayan claims , the IPCC exaggerated once again to include the entire Amazon in the WWF assertion and implied that the trees would be killed primarily by the reduction in rainfall , not by fires caused by dry conditions ."
2419,Conservative,The company 's share of the proceeds is unknown as of yet : `` The rates of payments under the system shall be within the range of those prevailing in respect of land-based mining of the same or similar minerals in order to avoid giving deep seabed miners an artificial competitive advantage or imposing on them a competitive disadvantage .
2420,Conservative,"There was nothing in the Constitution to allow for creation of a national bank , and certainly no authorization for Congress to create a monster such as the Federal Reserve ."
2421,Conservative,The presumption of knowledge and multiple efforts to improve on market outcomes by the government has resulted in systemic damage to the economy and real pain for countless individuals caught up in the boom and bust of government intervention .
2422,Conservative,So the banks will make a killing by scooping up distressed assets at low prices then waiting for the government to inflate their value or buy them outright .
2423,Conservative,"Bernanke praised the `` critical role of government policy in supporting , or at least permitting , global economic integration '' by creating `` the institutional framework supporting global trade , most importantly the World Trade Organization , '' but also `` regional frameworks and agreements , such as the North American Free Trade Agreement and the European Union 's ` single market ."
2424,Conservative,"But all such arguments obscure the neglected , and only correct , alternative : leave private corporations , large and small , alone , to succeed or fail as market forces dictate ."
2425,Conservative,"The only trouble is , right now there are too few people working on these clever schemes ; because the industry has stag-nated for so long , nuclear energy does n't tend to attract as much research interest these days ."
2426,Conservative,The `` starve the beast '' approach-the idea that slashing government revenue through perpetual tax cuts eventually creates a fiscal situation that leaves eliminating popular programs as the only responsible solution-is perhaps the best known of these indirect attacks on government .
2427,Conservative,"And so , in this important cultural debate , Douthat has chosen silence : `` One way to think about this is , I am not comfortable making arguments against gay marriage to my gay friends , '' he says ."
2428,Conservative,Numerous costly federal programs have since been created to address these problems caused by the unintended consequences of poverty and welfare programs .
2429,Conservative,Snide declarations from people who would never want to own large-capacity magazines that they are good for nothing but killing innocent people ignore the fact that they are almost never used for that purpose and that law enforcement agencies regularly use them for self-defense .
2430,Conservative,But Kerry never developed a compelling argument about the economy and how he would fight for working people .
2431,Conservative,"Accepting the God-given condition that all things are endlessly paired in everlasting opposition , Frost was convinced of `` the difficulty or impossibility of resolving complex religious , moral , intellectual , and social problems through well-intentioned but simple monistic assumptions , methods , or conclusions ."
2432,Conservative,"Despite the paucity of evidence backing the contention that human greenhouse gases produce extraordinary harmful global warming , government is both actively trying to boost green energy and green jobs and penalize `` dirty '' energy with regulations ."
2433,Conservative,Minnesota law allows a homeowner to use deadly force on an intruder if a reasonable person would fear he were in danger of harm .
2434,Conservative,"by contrast , no one in the school was able to stop two teenage killers , who strolled through the corridors and classrooms one April day in 1999 , killing 13 people and wounding two dozen more , while a SWAT team waited outside ."
2435,Conservative,"And just to be sure that they are utterly delighted , Mansfield smears all over the top of his dish a thick layer of sneers and jibes , rather like anchovy paste , delicious to some but revolting to others -- patronizing characterizations of women as harboring a `` secret liking for housework , '' or enjoying `` the pleasurable duty of henpecking ."
2436,Conservative,"What is bothering Americans most about immigration , legal or illegal , is that it frays -- and threatens to rip -- the social fabric ; it makes them feel that things are out of control ."
2437,Conservative,Another aspect of American exceptionalism we are in danger of losing today is our belief in free markets and good old-fashioned American hard work and ingenuity .
2438,Conservative,"Destroy the banking monopoly , establish freedom in finance , and down will go interest on money through the beneficent influence of competition ."
2439,Conservative,"The Democratic argument , said Laffer , also ignores the impacts of unemployment benefits on employer costs and the need to make an after-tax profit ."
2440,Conservative,"While there certainly may be a number of factors contributing to America 's success and great wealth , one tradition and idea secured by the Constitution towers above the rest : freedom ."
2441,Conservative,"But the president apparently does not share public anxiety over skyrocketing energy and health care costs , higher interest rates , lower real wages , and job insecurity ."
2442,Conservative,"One of the key contemporary proponents of natural law is Robert P. George , of Princeton University , a Catholic political theorist , who , along with other public intellectuals such as Richard John Neuhaus and George Weigel , played a key part in creating the theoconservative movement and integrating it into mainstream Republicanism ."
2443,Conservative,"But in order to realize this energy potential , we have to get serious about actually producing American energy , which starts with allowing producers to do what they do best : creating affordable and reliable energy ."
2444,Conservative,Doing away with them would deprive the system of an important force for visibility ( lawsuits reveal what the worst medical providers are doing ) and aligned interests ( lawsuits pressure medical providers to take better care of their patients ) . ''
2445,Conservative,"The May 6 Racine County Journal-Times , reporting on a recent attack by four teenaged assailants on a 42-year-old victim , pointed out the unintended consequences of having too many gun-control laws on the books ."
2446,Conservative,The unions and the local politicians have built school systems almost perfectly designed to repel the talented and attract the mediocre ; to repel the enthusiastic and reward the exhausted .
2447,Conservative,He sees `` a defense budget caught between two stools : higher than needed for basic security but far lower than required to eliminate all villainous governments and groups everywhere .
2448,Conservative,"On September 29 , the Kansas City Star reported that longtime married couple Kay and Bob Curtis `` are a pistol-packing pair with a federal firearms license who make and sell their own ammo , train people how to drop a bad guy at 30 feet , and teach women how to fight ."
2449,Conservative,"Given to trite answers , they came up with a few non-explanations : pulling their dog-eared copies of Richard Hofstadter 's The Paranoid Style in American Politics off the shelves , they declared the Tea Partiers to be a symptom of `` status resentment , '' which according to Professor Hofstadter 's ad hominem argument always gives rise to `` extremism ."
2450,Conservative,"We do n't solve environmental problems by abandoning our attachment to private property or free enterprise , but we can make sure that these notions are shaped by the spirit of trusteeship ."
2451,Conservative,"Jacob Hornberger ; We are a libertarian educational foundation and our mission is to present an uncompromising case for the libertarian philosophy , or individual liberty , free markets , and limited government ."
2452,Conservative,"Freed from the stifling effects of direct state control , the newly privatized entities quickly moved to adopt Western business practices that attracted investment and led to marked improvements in performance ."
2453,Conservative,"This contradiction follows an intrinsic duality of capitalism that encourages unlimited production of use values , while at the same time restricting the absorption of commercial goods ."
2454,Conservative,"Another question asked respondents who favored eliminating the estate tax about their reasons for doing so ; more than six in 10 endorsed the statement , `` It affects too many people , '' while almost seven in 10 agreed , `` It might affect YOU someday ."
2455,Conservative,"There was no need for an interlocking set of special institutions , Mafia-like in their demand for loyalty , to promulgate conservative thought , reward the faithful , and intimidate the press and any dissenters ."
2456,Conservative,"Because unchastened , those same Democrats who ran roughshod over the most basic laws of free markets then chose to use the ill effects of their actions to attack capitalism itself ."
2457,Conservative,"The critical challenge of the 1930s was to revive private-sector growth and employment , which makes everything else possible , not to do costly , socially worthwhile things that increase burdens on the private sector and make recovery more difficult ."
2458,Conservative,"`` Never before , I doubt , has so much money ever been squandered , so much suffering and poverty exacerbated , so much economic damage been inflicted , so many lies promulgated , and so much environmental destruction wrought in order to deal with a problem so microscopically minuscule ."
2459,Conservative,"Tax and regulatory burdens that drive up our energy costs have a tremendous negative impact on our competitiveness vis-a-vis foreign production and , ultimately , kill domestic jobs ."
2460,Conservative,"Rand was able to develop her objectivist philosophy by taking time in her book to explore , expand , and preach the stark difference between the freedom of the entrepreneur and the dull , drab weariness of the fascist economy that destroys opportunity , wealth , and freedom while claiming to `` equalize opportunity '' for everyone ."
2461,Conservative,"In framing a government which is to be administered by men over men , the great difficulty lies in this : you must first enable the government to control the governed , and in the next place oblige it to control itself ."
2462,Conservative,"This meant there was never any surplus cash in the business , and all growth or unplanned expenses had to be financed with debt ( profits were discouraged with high taxes , and debt was encouraged because interest was deductible ) ."
2463,Conservative,"Alarm over the growing assisted suicide movement , together with hopefulness concerning the potential for change in the Supreme Court 's makeup , and encouragement from pro-life gain on a number of fronts , contributed to a boost in numbers at right-to-life rallies this year ."
2464,Conservative,"Because Alan Greenspan was committed to keeping inflation low , any Clinton administration economic policy of benign neglect applied to the deficit would be very likely to produce a substantial recession ."
2465,Conservative,( The original data had been conveniently discarded for `` lack of storage space '' ) Alarmists had also trivialized urban heat island effects and ignored the elimination of low-temperature reporting stations from global temperature records .
2466,Conservative,"Radical feminist insistence upon seeing slights , harassment , and male victimization of women everywhere has made campuses , workplaces , and society less comfortable places ."
2467,Conservative,"For many years , advocates of federal aid denied that aid implies control , but in the light of the National Defense Education Act of 1958 they can not very well maintain their position ."
2468,Conservative,"One by one , labor leaders began to buy Gerard 's argument that Apollo was labor 's best bet for ensuring that U.S. workers would become the beneficiaries , not the victims , of efforts to reduce greenhouse gas emissions ."
2469,Conservative,"This polarity tended to result in a defensive political rhetoric and a corresponding amplification of political antagonisms , a dynamic the Mubarak regime repeatedly encouraged and exploited in order to ensure a weak opposition ."
2470,Conservative,"Strict gun-control laws , including banning guns , will likely lead to an increase in murders and other violent crime here because our present high murder rate is a reflection of our culture , not guns , and because the law-abiding would then be largely disarmed ."
2471,Conservative,"Dilulio concludes with a powerful argument to the effect that , next time around , liberals should realize that they share common ground with religious conservatives on the need to help the poor ."
2472,Conservative,One can only imagine how many random idiots with petty bureaucratic government jobs have tried to resign in protest to get in on the anti-Bush loot . ''
2473,Conservative,"With the Great Depression , however , governments reacted very differently , trying to prop up failed corporations ( especially banks ) , creating jobs by spending taxpayer dollars on wasteful public works projects , and , in general , doing everything they could to hamper the ability of the markets to correct themselves ."
2474,Conservative,"One reason : Private insurance already subsidizes the cost of treating the uninsured , since doctors and hospitals charge paying patients extra to make up for the money they lose on charity care ."
2475,Conservative,It should be no surprise that threats to family life and threats to free enterprise are interrelated .
2476,Conservative,"In Nashua , he explains , `` People become Republicans because they want low taxes , fiscal discipline , and a strong national defense ."
2477,Conservative,"Frank argues that working - and middle-class Americans should not vote for Republicans on the basis of such issues as abortion , but if he really views populist economics as a matter of prime importance , he would argue instead that Democrats should expunge the social liberalism that has alienated the party from many of its former supporters ."
2478,Conservative,"As it loaning out such an enormous sum in taxpayer dollars to both domestic and foreign banks were not outrage enough , the Federal Reserve dramatically relaxed its own standards for collateral , in effect permitting borrowing institutions to dump junk assets as collateral for bailout monies ."
2479,Conservative,"Until we do we are defenseless against the posturing of radical environmentalists and destined to eventually lose the most incredible source of clean , safe , and reliable energy that man has ever been fortunate enough to enjoy ."
2480,Conservative,"As reported in THE NEW AMERICAN , the FFA was written to exempt guns that were manufactured in-state for use in-state from federal gun-control laws because they are not within the parameters of `` interstate commerce , '' since the Interstate Commerce Clause is used as the rationale for empowering the federal government to control guns in states ."
2481,Conservative,"In addition , because of cheap products made in countries with lax environmental standards , countries with burdensome environmental restrictions will be adversely affected in the way of employment ."
2482,Conservative,"Treating the market economy as if it were the medieval church , even liberal New York Times columnists have felt the need to genuflect before the one true faith , perhaps fearing that their criticisms of our economic mess would get them burned as heretics ."
2483,Conservative,"Such a system , which strongly penalizes financial speculation , encourages wealthy individuals to keep their savings locked up in corporate stock , where they will be used actively by the business firm , and discourages firms from increasing their dividend payout or the grant of stock options to their top management ."
2484,Conservative,"When Medicare squeezes-whether intelligently or crudely-the providers of medical care react by increasing charges to their other customers , like workingage people covered by private insurers . )"
2485,Conservative,"The distinction here is important : freedom requires that government not force religious doctrine or morality onto the people , but it must allow the free operation of religion , freedom of association , and the practice of religious-based values throughout society ."
2486,Conservative,"But to have a calm , deliberate discussion to develop such a policy , we need to secure the borders and enforce the law , so that we can make decisions that focus on economic improvement and advancing the rule of law , instead of holding this issue hostage in a cynical attempt to create Democratic voters ."
2487,Conservative,"Manzi observed that Levin rested his case on an argument from authority ( not to mention several arguments ad hominem , on which Manzi chose not to dwell ) , but the authorities to which he appealed either had no expertise in climate science or else did not actually reject anthropogenic global warming ."
2488,Conservative,"Abstract : Like other Web-based lenders , Kabbage.com is given access to an applicant 's credit scores , transaction history , website traffic , account activity on eBay and Amazon , payment disputes , and other metrics that determine a borrower 's risk profile ."
2489,Conservative,"In contrast to the private sector , job security and employment growth in the public sector depend not on delivering a superior product at low cost but on perpetuating problems at higher and higher costs ."
2490,Conservative,"Here , Associate Director Tweeny outlines the office 's objectives , which include 1 ) `` allocating resources to areas that are producing the outcomes we value '' ( read : `` let 's jump on the ` diversity ' bandwagon '' ) ; 2 ) `` satisfy the requirements of accrediting agencies and funding agencies '' ( read : `` make connections with gurus like Shakti Butler '' ) ; 3 ) `` strengthen arguments for increased funding ."
2491,Conservative,"In his 2004 preface to The Rise of the Creative Class , Florida declares that there is no reason why work such as cleaning offices and delivering food `` has to be rote '' and that the country needs to `` more fully tap the creative talents of the legions of people who work in hair salons ."
2492,Conservative,"Perhaps a fruitful subject for Napolitano 's next book could be the topic of abortion that , much like slavery , he personally opposes as an obvious violation of natural law : `` The Dred Scott case is widely considered to be one of the greatest disasters in Supreme Court history because it defined blacks as non-persons ."
2493,Conservative,"In his homily at that event , Benedict spoke against abortion , affirming `` the truths which alone can guarantee respect for the inalienable dignity and rights of each man , woman and child in our world -- including the most defenseless of all human beings , the unborn child in the mother 's womb ."
2494,Conservative,"Labor unions deliver benefits to their members the same way the Mafia does , through harassment , intimidation , and violence ."
2495,Conservative,"Certain changes in the types of fuel used to alter emissions intensity , for example , may adversely affect the potential to improve energy intensity or economic growth , and vice versa ."
2496,Conservative,The allegations come from ATF whistle-blowers who allege the poorly run operation may have resulted in weapons that were used in the murder of federal law-enforcement agents .
2497,Conservative,"Taxes , argued Douthat , are set to rise in 2013 when the Bush tax cuts expire , making at least a partial tax hike nearly certain if Obama wins reelection ."
2498,Conservative,"They are typically in their thirties and forties , were indoctrinated at liberal universities , support the Democratic Party platform , support the Occupy Wall Street movement and pretty much despise or dismiss the Bible ."
2499,Conservative,"In the real world , the attempt to plan economic systems produces inefficiency and waste ; the attempt to redistribute wealth diminishes well-being and individual liberty ; the attempt to unify society crushes its freedom ; the ambition to make people equal establishes new forms of tyranny and submerges human individuality in totalitarian designs ."
2500,Conservative,The economy failed to create enough jobs to either absorb the natural growth in the labor force or extend prosperity to disadvantaged Americans who were out of the labor force .
2501,Conservative,"The driving force behind Tibetophilia today is not political solidarity with the Tibetans and certainly not any positive argument for full democratic equality , but rather a sense of disgust with Western life ."
2502,Conservative,"As he noted , the tax `` kills jobs , hurts small businesses , destroys family farms and President Obama 's plan to hike it from zero percent to 55 percent next year is unconscionable ."
2503,Conservative,"To the extent that the sluggishness of the economy since 2007 reflects widespread doubts about its long-term prospects , the 2009 stimulus package may have been worse than useless because it confirmed investors ' growing fears about U.S. profligacy and fecklessness ."
2504,Conservative,"Fortunately , Secretary Kempthorne showed some restraint in noting that the Endangered Species Act was never intended to regulate `` global climate change , '' stating : `` Listing the polar bear as threatened can reduce avoidable losses of polar bears ."
2505,Conservative,"Paul is a sort of godfather to the Tea Party movement , and getting Tea Partiers stirred up about Romney 's perfidious support for the health care mandate ( albeit only at the state level ) would certainly be worthwhile ."
2506,Conservative,The next president can tilt those struggles in favor of smart security strategies that are faithful to our shared notions of liberty .
2507,Conservative,"At press time , Council of Economic Advisers Chairwoman Christina D. Romer ( who , confusingly , made her academic reputation proving that fiscal stimulus did not help the U.S. economy during the Great Depression and World War II ) was giving the stimulus credit for 1.5 million American jobs in 2009 ."
2508,Conservative,"Economists across the political spectrum agree that letting the government pick winners and losers distorts the free market , causing capital and labor to follow the dictates of Washington rather than the invisible hand ."
2509,Conservative,"There are freedom solutions to education , health care , and Social Security , as well as for American energy supplies , our tax code , and transportation system ."
2510,Conservative,"For instance , the Federal Reserve responded to the 1991 recession with low interest rates and the ready availability of credit , helping to create the tech bubble , a phenomenal increase in the price of technology stocks accompanied by heavy investment in the sector ."
2511,Conservative,"Serious scientists , notably the German Liebig , had drawn attention to a really disturbing phenomenon , the increased exhaustion of the soil , the Raubbau , resulting from greedy capitalist methods of exploitation aimed at getting the highest profit in the shortest time ."
2512,Conservative,"If income is shrinking , cut expenses : It 's a debate inherently favorable to conservatism , which has long held the goal of shrinking the size of government ( a commitment that generally ignores defense spending to focus on domestic programs ) ."
2513,Conservative,"We need to end the cartel-like character of the higher education industry , where private universities can keep consumers in the dark about their admission practices and educational product and still charge exorbitant prices without worrying that a competitor will emerge to challenge their market dominance with a cheaper and better product ."
2514,Conservative,"Certainly one of the most striking examples of this harmful symbiosis between government insiders and the business elites is the collusion among the principal Wall Street bankers and the Wilson administration to create the Federal Reserve system , which gave the houses of Morgan and Rockefeller de facto control over our currency and credit and , virtually , our entire economy ."
2515,Conservative,"This includes , to quote the Oregon bill as introduced , having `` each state agency ... maintain a copy of each monthly statement for all its credit cards '' used by employees and requiring each month 's statement to be made available on the Internet within 30 days after it was paid , with only the credit-card number deleted ."
2516,Conservative,"In other words , Dawkins asserts that all reasoning people will agree with him ; anyone who disagrees has been `` indoctrinated '' Given his ad hominem dismissal of all criticism at the outset , one wonders how his attitude could leave any room for rational discussion with him concerning his inflammatory assertions -- and this question looms larger with every page ."
2517,Conservative,Post acknowledges this kind of transitional form when he describes how merchant capital was able to compel farmers after the Revolution to engage in petty commodity production to pay their mortgages . ''
2518,Conservative,"As in the Roaring Twenties , so too in the Roaring Eighties and Nineties : easy-money policies brought about by artificially depressed interest rates encouraged a bacchanal of debt , a disdain for savings , and an appetite for risk that overwhelmed the sober wisdom of more prudent generations ."
2519,Conservative,"Feminist scholars spin this as `` the dominant white male ideology behind lynching ... that white womanhood was in need of protection against black men , '' suggesting fantastically that white `` patriarchy '' used rape accusations to break up a progressive political romance developing between black men and white women ."
2520,Conservative,"As quick as he is to lay blame at BP 's door , Obama is apparently less eager to own up to the role that blatantly unconstitutional federal regulations have played in making a bad situation exponentially worse ."
2521,Conservative,"Each dollar that the government decides to use for its own political purposes is one less that is available for private interests to invest in something that might create a wealth-producing , not wealth-redistributing , job ."
2522,Conservative,"It created no enemies and made him `` effective at representing the firm '' with clients , recalls another colleague ."
2523,Conservative,"Orange County Sheriff 's Commander Paul Hopkins described the action : `` During this attempted robbery , the victim , who holds a concealed weapons permit , pulled out his weapon and fired shots into the bad guy ."
2524,Conservative,"One might note that all of these elements are increasingly under attack from politicians , but a successful assault on the access we have to the energy that powers our economy would devastate our country -- even if we did everything else right ."
2525,Conservative,"International economic forces are limiting wages for most U.S. workers , increasing income inequality , and heightening pressure on the World War II-era system of benefits provided through the private sector ."
2526,Conservative,"He has considerable personal advantages over Paul -- eight years of executive experience , greater campaign-trail energy , better communication skills -- and today 's GOP is dominated by talk of the poor economy and the size of government , providing a far better climate for a strict libertarian than the one that prevailed in 2008 ."
2527,Conservative,"It rewards failure ( successful companies do not get bailout money ) , encourages more bailouts , and results in more government control ."
2528,Conservative,"There is hope here , however , and I will explore how families influence the culture and how they can be protected from its destructive effects ."
2529,Conservative,"Christians in public life , meanwhile , understand very well that if they argue for laws relating to abortion , gender roles , or same-sex marriage , they must make their case in language that will persuade citizens who do not share their faith ."
2530,Conservative,"Interventions can lead to destructive , unintended consequences that cause real suffering for real people , many of them deceived by government-distorted signals ."
2531,Conservative,"It teaches young adults to delay engaging in sexual activity , warns of the dangers of casual sex , and encourages students to consider sexuality as part of a process of developing intimacy and lifelong commitment ."
2532,Conservative,"Now , inasmuch as `` the right of the people to keep and bear Arms '' is operationally essential to '' ( a ) well regulated Militia , '' and '' ( a ) well regulated Militia '' is `` necessary to the security of a free State , '' then `` the right of the people to keep and bear Arms '' must be `` necessary to the security of a free State ."
2533,Conservative,"`` So if the Democratic Party is foolish and bold enough to believe that just because it 's going to make it an issue on the platform they 're going to sway it , they 're not going to sway it because it 's causing more and more people to stand up and say , ` We 're drawing a line , ' and so this is a good thing ."
2534,Conservative,"It will throw off decades of abuse and restore a nation under a written Constitution faithfully upheld as our Supreme Law under God , and put us again on a path of faith and family , freedom and opportunity , strength and security ."
2535,Conservative,"Until , that is , the price of conventional energy skyrocketed , wars over oil proliferated , smaller entrepreneurs swung into action , inventors started expanding solar efficiency , and the government finally started to help , freeing up tax credits and research grants for solar development ."
2536,Conservative,The social consequences of accepting the unmitigated results of market play have been consistently rejected by pretty much ever ( y ) liberal since the great depression . ''
2537,Conservative,"But there are moments of strange , otherworldly naivete , as when Kafka , in a paper on setting insurance premiums and the need to convince employers of the Institute 's prudence , opines that `` a handsome sum is certainly appropriate as compensation for accidents that have serious consequences , and no employer will even consider advocating parsimony in such cases ."
2538,Conservative,"Abstract : Benkler 's 2006 magnum opus , The Wealth of Networks , argues that the networked information economy and public sphere offer improved possibilities for realizing such liberal values as personal autonomy , democratic participation , and a critical culture ."
2539,Conservative,Republicans now portray deficits as anathema to economic growth and argue that the way to create jobs is to cut government spending .
2540,Conservative,"( Of course , Obama does n't explain that the 14,000 `` losing their health insurance '' are mainly victims of other government malfeasance that has cratered the economy , such as job losses caused by government-subsidized immigrant workers and U.S. regulatory compliance costs that in 2006 were 31.7 percent higher than those of our nine largest trading partners ."
2541,Conservative,"Certain of these programs massively altered the relationship between Americans and their government with respect to critical aspect of our lives , violently tossing aside any respect for our founding principles of federalism and limited government ."
2542,Conservative,"`` Rather than trying to create a sense of equal op-portunity , he 's shitting on people who are successful ."
2543,Conservative,Whether Reagan himself was the Cold War figure of legend may also be questioned -- his detestation of nuclear war and readiness to abandon the U.S. nuclear force at Reykjavik suggest that he was not as hawkish as his liberal detractors depicted .
2544,Conservative,"He asked an American people at a crossroads , struggling under the crushing weight of inflation , an energy crisis , a national malaise , coupled with the potential threat of Soviet domination , a question that cut right to the heart of the matter ."
2545,Conservative,Liberals often attribute that success to conservatives ' effective attacks on `` big government '' and struggle valiantly to defend government from this assault - which will always be challenging given Americans ' ideological predisposition to favor `` small government .
2546,Conservative,"When you understand the American system of ordered liberty and government , the excellence of our free-market economy , and our devotion to transcendent truths and human dignity , you fiercely support the idea that we can never allow foreign powers to exert authority over us ."
2547,Conservative,"It 's not hard to see how Bush 's arguments tracked the broader Republican case : Unlike the Democratic elites who manipulate the system to their own advantage , conservatives safeguard bedrock American values ."
2548,Conservative,"An October 2007 Kaiser Family Foundation poll found that more Americans were `` very worried '' about being priced out of their health insurance than feared losing their job , their house , or being in a terrorist attack ."
2549,Conservative,"The imperial rent exacted by multinationals , who also control the global supply chains , means that emerging economies face what may appear to be an open door to the world market , but must proceed along paths controlled from outside .74 The vast inequality built into a model of export-oriented development based on low-wage labor creates internal fault lines for emerging economies ."
2550,Conservative,"Creating a synergy between making money and helping others-the Puritan Protestant formula for entrepreneurial virtue-producers profited by making commodities for the workers they employed , a circle of virtue that benefited both classes and society at large ."
2551,Conservative,Just as our nation can be destroyed by war it can also be destroyed by a political or economic policy at home which destroys liberty or breaks down the fiscal and economic structure of the United States .
2552,Conservative,"`` Claims of global warming causing glacial melt in the Himalayas are based on wrong assumptions , '' Raina told the Hindustan Times , proving , once again , that climate change is not as cut and dried as proponents of the orthodox view of global warming claim ."
2553,Conservative,"This contradicts more than 50 years of Supreme Court precedents , which say that private citizens can be restrained from speaking or writing only when there is an imminent danger of serious harm ."
2554,Conservative,Sheriff Steve Kessler stated that if `` the victim of this burglary had been unarmed she could have been seriously injured or killed when confronted by this burglar .
2555,Conservative,"While tea party leaders agree on broad principles such as limited government , lower taxes , and individual liberty , they address different issues in different areas ."
2556,Conservative,"`` Apolitical solution is the key to it , '' one Teamster commented-a somewhat ironic assessment , given that the Change to Win unions had criticized the AFL-CIO for stressing politics over organizing . )"
